
	Warning... 
	   Date Selected:                 20170101:2400
	   First Entry In Datebase:       20170423:2400
	   ...Resetting Date Selected To: 20170423:2400
williamsburg20
daily summary

date,atmp_max,atmp_min,pcpn,soil1_max,soil1_min,soil_50cm_max,soil_50cm_min,srad
03/20/2018,1.3,-9.3,0.00,1.5,0.4,1.5,1.1,16658.1
03/21/2018,0.9,-8.4,0.00,0.7,0.3,1.1,1.0,16560.6
03/22/2018,3.3,-8.9,0.00,2.4,0.3,1.2,0.9,19924.0
03/23/2018,1.0,-6.8,0.00,2.8,0.4,1.3,1.0,20345.8
03/24/2018,4.1,-8.2,0.00,2.3,0.4,1.3,1.1,20349.7
03/25/2018,6.0,-10.1,0.00,2.2,0.4,1.3,1.0,20058.9
03/26/2018,12.7,-7.5,0.00,4.3,0.5,1.7,1.1,18469.2
03/27/2018,6.9,-0.6,5.33,3.6,2.6,2.2,1.7,2719.4
03/28/2018,9.6,-4.4,0.00,5.1,1.2,2.4,1.8,16401.7
03/29/2018,4.8,-2.5,0.00,4.4,2.3,2.7,2.4,10033.5
03/30/2018,5.6,-3.2,0.00,5.4,1.2,2.8,2.2,19027.3
03/31/2018,2.9,-4.4,5.59,3.6,1.2,2.8,2.1,2386.3
04/01/2018,-0.9,-7.0,0.00,2.3,0.8,2.1,1.8,19901.5
04/02/2018,5.5,-8.0,0.00,3.0,0.6,1.8,1.5,18647.2
04/03/2018,0.8,-3.9,0.51,1.8,0.8,1.8,1.5,4241.9
04/04/2018,-1.1,-11.3,0.00,0.9,0.8,1.5,1.4,15089.8
04/05/2018,2.4,-13.3,1.02,0.8,0.6,1.4,1.3,21889.2
04/06/2018,-0.3,-5.0,0.00,0.7,0.6,1.3,1.2,11376.5
04/07/2018,-2.9,-10.5,0.00,0.6,0.5,1.2,1.1,10702.3
04/08/2018,3.0,-15.9,0.00,0.5,0.4,1.1,1.0,21387.9
04/09/2018,5.3,-7.2,0.00,1.7,0.4,1.2,1.0,19432.7
04/10/2018,7.4,-7.8,0.00,4.2,0.5,1.8,1.1,23493.8
04/11/2018,6.9,-3.3,0.00,4.7,1.1,2.2,1.5,16787.1
04/12/2018,8.7,-2.1,5.08,4.6,1.9,2.7,2.1,7076.6
04/13/2018,4.7,-1.3,12.19,3.5,1.7,2.7,2.5,3680.6
04/14/2018,0.3,-4.9,0.00,1.7,1.3,2.5,2.0,6547.5
04/15/2018,-1.0,-5.1,0.00,1.3,1.1,2.0,1.8,3620.5
04/16/2018,-0.9,-4.4,0.00,1.1,1.0,1.8,1.6,8442.4
04/17/2018,0.3,-4.2,0.00,1.0,0.9,1.7,1.6,9445.8
04/18/2018,3.4,-1.2,10.92,0.9,0.9,1.6,1.5,14735.8
04/19/2018,5.6,-2.8,0.00,0.9,0.8,1.5,1.4,25036.2
04/20/2018,14.8,-4.9,0.00,0.8,0.7,1.4,1.3,25903.3
04/21/2018,17.0,-3.1,0.00,1.0,0.7,1.4,1.3,24908.9
04/22/2018,14.0,-4.1,0.00,3.9,0.8,2.2,1.4,25889.9
04/23/2018,15.7,-1.0,0.00,8.0,1.4,3.6,2.1,25074.7
04/24/2018,20.2,0.9,0.00,9.3,3.6,4.6,3.4,16495.0
04/25/2018,8.2,-1.0,0.25,7.9,4.9,4.9,4.4,18508.7
04/26/2018,17.5,-4.4,0.00,9.6,3.0,5.3,4.2,24226.8
04/27/2018,6.6,1.6,1.52,7.9,5.1,5.4,5.0,14119.9
04/28/2018,5.8,-1.2,0.00,7.9,3.9,5.4,4.8,26702.9
04/29/2018,11.4,-5.2,0.00,9.4,2.9,5.6,4.5,26585.9
04/30/2018,24.5,-0.9,0.00,11.7,4.0,6.5,5.0,25309.1
05/01/2018,28.4,16.5,0.00,15.2,9.3,8.5,6.5,22308.9
05/02/2018,23.0,6.6,3.81,13.8,11.8,9.3,8.5,10064.2
05/03/2018,15.8,4.9,0.76,12.6,9.5,9.3,8.7,16399.5
05/04/2018,16.9,4.2,26.92,12.2,10.2,9.4,9.1,12393.3
05/05/2018,21.1,5.6,0.00,14.2,9.0,10.0,9.0,24344.0
05/06/2018,15.7,4.0,1.02,13.1,9.4,10.0,9.3,18150.9
05/07/2018,22.7,-0.6,0.00,14.6,8.0,10.1,9.1,26918.3
05/08/2018,28.8,9.4,0.00,16.9,10.6,11.2,9.9,25335.3
05/09/2018,24.7,6.5,9.65,14.6,11.6,11.3,10.8,9554.0
05/10/2018,12.8,2.5,0.00,14.9,11.6,11.3,10.8,21236.9
05/11/2018,11.1,-2.2,0.00,11.6,8.4,11.2,9.8,12577.8
05/12/2018,14.5,3.8,0.00,13.7,8.7,10.3,9.4,24879.1
05/13/2018,18.9,2.8,0.00,15.5,9.2,11.0,9.8,27152.7
05/14/2018,25.4,8.8,0.00,16.6,11.2,11.7,10.6,19805.4
05/15/2018,18.0,6.2,1.78,16.9,13.3,12.4,11.7,24477.1
05/16/2018,27.0,4.1,0.00,18.1,11.1,12.7,11.6,27447.5
05/17/2018,19.1,6.1,0.00,17.4,12.6,13.0,12.2,26290.3
05/18/2018,25.9,9.3,0.00,18.1,12.6,13.2,12.4,27328.8
05/19/2018,16.7,6.0,2.29,16.6,13.7,13.3,12.8,6830.1
05/20/2018,14.7,3.9,0.00,15.8,11.6,12.9,12.1,23346.5
05/21/2018,20.4,0.9,0.51,14.1,10.5,12.6,11.7,13923.2
05/22/2018,20.1,8.1,0.00,17.1,12.2,12.8,11.9,24583.7
05/23/2018,26.7,5.1,0.00,18.7,12.1,13.3,12.2,27192.8
05/24/2018,29.4,8.2,0.00,19.6,13.4,13.9,13.0,26803.5
05/25/2018,32.1,15.7,0.00,21.2,15.8,14.9,13.9,23997.9
05/26/2018,30.9,16.2,0.00,22.1,17.3,15.7,14.9,26016.6
05/27/2018,30.6,16.2,4.57,22.2,17.8,16.3,15.6,27040.0
05/28/2018,30.3,12.3,0.00,21.4,17.1,16.3,15.8,21100.2
05/29/2018,32.4,11.8,0.00,22.9,17.1,16.7,16.0,26501.9
05/30/2018,31.5,19.5,1.02,21.9,19.2,17.1,16.7,15643.7
05/31/2018,26.6,16.9,12.45,21.6,19.7,17.4,17.1,13498.2
06/01/2018,17.9,8.9,4.32,20.5,17.1,17.4,16.7,21303.6
06/02/2018,24.2,8.1,0.00,20.1,14.9,16.7,15.8,28534.2
06/03/2018,20.4,10.8,11.68,18.6,15.6,16.4,15.8,7748.5
06/04/2018,22.1,9.5,0.25,19.6,14.9,15.9,15.3,28089.0
06/05/2018,15.3,5.6,0.00,17.3,14.2,15.9,15.1,20086.2
06/06/2018,21.4,2.8,0.00,17.7,12.6,15.2,14.4,20325.1
06/07/2018,21.7,8.8,0.00,19.4,14.2,15.4,14.6,26268.2
06/08/2018,24.4,5.7,0.00,18.7,14.4,15.5,14.9,21540.9
06/09/2018,24.8,14.4,0.00,18.6,16.3,15.7,15.4,14544.0
06/10/2018,25.1,13.5,0.00,19.2,16.3,15.9,15.5,19164.2
06/11/2018,27.9,6.5,0.00,21.0,15.2,16.2,15.4,29779.4
06/12/2018,29.9,10.0,0.00,22.2,16.8,16.7,15.9,27296.3
06/13/2018,24.1,15.8,0.00,21.4,0.0,17.0,0.0,21583.6
06/14/2018,25.4,11.0,0.00,22.1,16.7,17.1,16.5,28950.3
06/15/2018,23.9,8.6,1.52,20.6,16.9,17.2,16.6,12268.4
06/16/2018,25.4,16.0,1.02,18.9,17.4,16.7,16.5,8298.3
06/17/2018,34.4,20.6,0.00,24.1,18.3,17.6,16.6,24210.3
06/18/2018,23.1,15.5,13.72,23.1,19.9,17.9,17.6,7581.1
06/19/2018,25.5,11.3,0.00,20.7,17.2,17.8,17.2,17082.2
06/20/2018,25.4,13.4,0.00,22.8,17.5,17.9,17.1,24132.4
06/21/2018,26.2,9.6,0.00,23.6,17.5,18.2,17.4,28058.7
06/22/2018,27.4,8.3,0.00,23.0,17.4,18.2,17.6,23626.0
06/23/2018,20.3,11.3,0.00,21.4,18.4,18.3,17.7,7397.1
06/24/2018,23.6,14.6,7.11,21.7,18.0,18.0,17.5,18861.9
06/25/2018,25.1,8.9,0.00,23.0,16.7,18.2,17.4,28926.9
06/26/2018,27.4,10.2,0.00,22.8,16.7,18.2,17.5,23329.4
06/27/2018,25.3,13.9,0.51,23.8,19.2,18.9,18.1,21991.0
06/28/2018,32.1,12.9,0.00,26.4,19.1,19.6,18.5,28319.3
06/29/2018,35.3,14.3,0.00,27.4,20.6,20.5,19.4,26527.8
06/30/2018,37.5,26.0,0.00,29.2,23.6,21.7,20.5,26485.9
07/01/2018,36.6,21.9,6.60,29.1,24.5,22.4,21.6,23904.4
07/02/2018,30.5,15.1,0.00,27.7,22.6,22.4,21.6,27894.6
07/03/2018,34.6,14.9,0.00,28.4,21.9,22.3,21.4,27130.4
07/04/2018,36.5,18.8,0.00,29.1,23.2,22.7,21.8,23115.1
07/05/2018,32.7,19.3,0.00,29.2,24.3,23.1,22.4,23730.7
07/06/2018,24.0,10.5,0.00,27.7,22.7,23.1,22.2,29081.8
07/07/2018,30.3,7.4,0.00,27.7,21.2,22.7,21.6,28579.1
07/08/2018,32.5,11.8,0.00,27.9,21.7,22.4,21.6,28364.4
07/09/2018,33.1,18.7,0.00,27.9,22.7,22.4,21.8,23656.8
07/10/2018,28.1,11.6,0.00,27.8,22.9,22.5,22.0,27035.5
07/11/2018,28.4,8.8,0.00,27.2,21.9,22.6,21.8,25484.1
07/12/2018,27.8,16.4,6.10,25.6,22.5,22.3,21.6,9569.5
07/13/2018,32.3,19.6,4.06,26.0,21.6,21.8,21.2,18475.3
07/14/2018,30.4,18.6,3.30,27.3,22.6,22.3,21.6,22874.5
07/15/2018,31.9,16.6,0.00,28.0,22.4,22.6,21.9,24531.0
07/16/2018,28.5,18.3,0.00,26.2,23.2,22.7,22.2,18323.2
07/17/2018,22.5,15.2,0.00,25.1,21.3,22.4,21.7,20842.8
07/18/2018,24.1,6.5,0.00,26.3,19.6,22.0,21.0,27955.8
07/19/2018,31.6,6.3,0.00,26.2,20.0,21.8,21.0,25166.3
07/20/2018,29.1,17.7,0.00,24.5,21.8,21.7,21.2,15232.5
07/21/2018,24.7,19.0,10.92,24.0,22.2,21.5,21.2,9504.4
07/22/2018,26.6,18.8,4.57,24.2,21.0,21.3,20.9,17772.2
07/23/2018,26.0,18.5,0.00,23.7,21.3,21.3,20.9,12736.1
07/24/2018,28.5,17.0,0.25,25.6,21.4,21.7,20.9,20923.9
07/25/2018,29.2,13.5,0.00,26.2,21.0,22.0,21.2,25417.0
07/26/2018,26.5,14.2,3.30,25.6,21.7,22.0,21.4,23626.5
07/27/2018,21.3,14.2,3.56,23.3,20.7,22.0,21.0,9868.4
07/28/2018,26.1,12.1,0.00,24.1,19.0,21.0,20.2,26183.4
07/29/2018,29.1,11.4,7.11,23.1,19.3,21.0,20.2,18999.4
07/30/2018,29.1,10.2,0.00,24.6,19.0,20.9,20.0,25849.4
07/31/2018,30.1,10.3,0.00,25.0,19.6,21.1,20.4,22968.9
08/01/2018,31.3,14.8,2.54,24.4,21.0,21.2,20.8,14064.9
08/02/2018,24.6,16.4,2.29,24.2,20.4,21.1,20.5,18820.1
08/03/2018,26.8,13.3,0.00,24.9,20.5,21.3,20.6,24176.3
08/04/2018,34.6,12.6,0.00,25.4,20.3,21.4,20.7,20566.3
08/05/2018,34.5,22.9,0.00,26.8,22.8,22.1,21.4,21838.6
08/06/2018,26.5,19.7,0.25,25.6,23.4,22.2,21.9,10780.9
08/07/2018,23.9,11.9,0.76,24.6,22.0,22.0,21.5,18145.9
08/08/2018,30.1,11.7,0.00,25.5,20.7,21.8,21.1,23439.2
08/09/2018,27.7,15.3,0.76,25.2,22.3,21.8,21.4,20653.3
08/10/2018,31.6,10.3,0.00,25.9,20.8,21.9,21.2,24056.8
08/11/2018,29.1,15.0,0.00,26.6,22.4,22.2,21.6,22970.5
08/12/2018,30.3,11.9,0.00,26.3,21.8,22.2,21.7,22986.8
08/13/2018,30.9,12.4,0.00,26.2,21.9,22.2,21.7,20495.3
08/14/2018,34.3,14.1,0.00,26.7,22.0,22.2,21.7,21697.6
08/15/2018,29.8,16.4,0.00,26.5,23.1,22.3,22.0,18599.3
08/16/2018,31.2,15.5,0.00,26.6,22.6,22.4,22.0,19384.0
08/17/2018,30.1,15.8,0.00,26.3,23.1,22.5,22.1,17233.1
08/18/2018,27.3,14.8,0.00,25.4,22.4,22.5,22.0,16128.2
08/19/2018,30.3,14.2,0.00,25.1,21.8,22.1,21.6,15995.2
08/20/2018,28.4,15.6,0.00,24.6,22.2,22.0,21.6,11591.8
08/21/2018,22.6,16.6,0.00,23.9,21.9,21.8,21.4,5831.6
08/22/2018,26.3,15.2,0.00,24.7,20.5,21.4,20.9,22793.9
08/23/2018,29.8,14.4,0.00,25.1,20.7,21.3,20.9,22455.0
08/24/2018,27.9,15.3,9.40,24.1,21.3,21.4,21.0,10936.7
08/25/2018,23.6,16.2,4.32,22.0,19.9,21.1,20.5,6756.2
08/26/2018,29.9,17.7,0.51,24.1,20.0,20.9,20.3,15128.6
08/27/2018,28.1,19.9,10.16,23.1,21.5,21.0,20.7,5536.2
08/28/2018,28.4,18.4,49.78,23.4,21.2,21.3,20.8,8702.8
08/29/2018,19.3,14.2,5.08,21.9,19.7,21.3,20.5,5826.1
08/30/2018,23.6,9.3,0.00,21.0,18.2,20.5,19.6,15857.1
08/31/2018,28.0,11.8,0.00,21.5,17.8,19.9,19.2,18947.2
09/01/2018,27.9,19.4,4.57,21.8,19.9,20.0,19.7,7338.4
09/02/2018,30.1,17.7,5.08,23.1,20.2,20.5,19.9,14545.3
09/03/2018,27.0,19.5,0.25,23.3,21.2,20.9,20.5,10920.1
09/04/2018,31.6,19.1,40.64,24.1,21.3,21.4,20.8,14104.5
09/05/2018,29.3,16.2,5.08,23.2,21.7,21.4,21.3,5825.4
09/06/2018,20.5,9.5,0.00,22.3,19.5,21.4,20.6,21517.1
09/07/2018,20.2,5.8,0.00,20.8,17.6,20.8,19.7,17232.4
09/08/2018,21.4,8.8,0.00,20.3,17.4,19.9,19.1,19254.1
09/09/2018,21.1,5.2,0.00,19.6,16.5,19.3,18.5,20549.0
09/10/2018,21.7,6.0,0.00,20.5,16.5,18.8,18.2,19571.3
09/11/2018,27.0,10.2,0.00,21.1,17.5,18.9,18.4,19149.5
09/12/2018,28.9,13.4,0.00,21.6,18.1,19.1,18.6,19379.9
09/13/2018,26.6,9.9,0.00,21.2,18.1,19.2,18.7,17418.9
09/14/2018,27.7,11.9,0.00,21.8,18.7,19.3,18.9,16820.9
09/15/2018,29.6,9.8,0.00,21.9,18.2,19.4,18.9,18735.0
09/16/2018,30.4,12.3,0.00,21.9,18.6,19.4,19.0,16264.3
09/17/2018,31.8,17.6,0.00,22.9,19.8,19.9,19.3,17749.7
09/18/2018,20.7,11.7,0.00,21.9,19.6,19.9,19.5,9281.6
09/19/2018,,,,,,,,
09/20/2018,21.2,15.5,12.95,19.5,18.5,19.2,18.7,3207.6
09/21/2018,26.0,10.7,11.94,20.3,18.0,18.9,18.7,8912.2
09/22/2018,18.4,4.8,0.00,18.7,15.9,18.8,17.8,18215.9
09/23/2018,20.8,5.3,0.00,18.1,15.1,18.0,17.1,14959.4
09/24/2018,22.0,10.5,0.00,18.1,15.6,17.4,16.9,16084.9
09/25/2018,27.1,16.7,5.08,19.8,17.5,17.8,17.2,10777.9
09/26/2018,17.0,8.6,2.79,19.0,15.8,17.9,17.2,8236.2
09/27/2018,19.7,7.8,0.51,16.5,14.4,17.2,16.4,12077.8
09/28/2018,13.7,9.0,2.54,15.8,14.7,16.5,16.0,5858.3
09/29/2018,11.4,5.4,0.51,14.7,13.2,16.0,15.1,8589.4
09/30/2018,11.1,4.7,0.00,13.4,12.4,15.1,14.4,5116.1
10/01/2018,14.4,5.3,14.99,13.4,12.1,14.4,14.0,6601.0
10/02/2018,13.4,8.7,1.78,13.6,12.4,14.1,13.7,4694.6
10/03/2018,26.1,10.4,5.08,16.3,13.2,14.4,13.8,7551.7
10/04/2018,23.4,2.3,7.11,16.6,13.3,15.0,14.4,7079.6
10/05/2018,10.3,1.7,0.25,13.3,11.6,14.7,13.5,2509.1
10/06/2018,13.4,8.8,2.79,13.4,12.2,13.5,13.3,2915.7
10/07/2018,11.4,6.7,2.03,12.9,12.2,13.5,13.2,2863.8
10/08/2018,24.8,7.9,11.68,15.1,11.7,13.4,12.9,7577.6
10/09/2018,28.8,14.9,3.05,17.7,15.1,14.9,13.4,10051.0
10/10/2018,23.9,12.7,5.84,17.4,15.9,15.5,14.9,5724.1
10/11/2018,18.6,5.1,0.00,17.2,12.7,15.7,14.7,3348.7
10/12/2018,5.8,2.5,0.51,12.7,11.0,14.7,13.2,3961.5
10/13/2018,10.8,2.5,0.00,11.8,10.2,13.2,12.5,11461.8
10/14/2018,14.7,3.6,0.00,12.1,10.3,12.5,12.1,7480.5
10/15/2018,8.6,2.9,5.59,11.7,9.6,12.3,11.8,5149.0
10/16/2018,11.9,0.7,0.25,10.4,8.7,11.8,11.1,11283.9
10/17/2018,7.7,1.0,2.29,10.0,8.7,11.2,10.7,7525.5
10/18/2018,12.3,-2.9,0.00,9.4,7.3,10.7,10.0,13465.9
10/19/2018,13.7,7.6,1.27,9.9,8.8,10.3,10.1,3598.8
10/20/2018,10.1,-0.2,3.05,9.9,7.9,10.4,10.1,3763.6
10/21/2018,5.4,-0.4,0.25,7.9,7.2,10.1,9.3,4434.5
10/22/2018,14.9,-2.8,0.00,9.1,6.0,9.3,8.7,12660.7
10/23/2018,9.2,3.1,0.25,8.7,8.2,9.2,9.1,5062.2
10/24/2018,8.1,-2.5,0.00,8.7,7.5,9.2,9.0,6195.8
10/25/2018,12.8,-4.2,0.00,8.3,5.7,9.1,8.3,7653.9
10/26/2018,10.8,3.8,0.00,8.8,7.6,8.9,8.6,5721.3
10/27/2018,8.2,3.1,0.51,8.7,8.0,9.0,8.9,4524.5
10/28/2018,6.8,2.1,0.25,8.3,7.5,9.0,8.7,4213.7
10/29/2018,11.2,2.4,0.00,9.2,7.5,8.9,8.6,10114.5
10/30/2018,11.6,1.7,1.02,8.6,7.5,8.9,8.7,4916.0
10/31/2018,13.8,4.7,0.51,9.9,8.5,9.2,8.8,9699.8
11/01/2018,7.0,-1.0,0.00,8.9,7.2,9.2,8.7,4371.9
11/02/2018,6.0,2.2,0.00,7.7,7.1,8.8,8.4,2843.1
11/03/2018,5.6,-3.4,0.25,7.2,6.0,8.4,8.0,3774.9
11/04/2018,7.0,-3.6,2.03,6.1,5.0,8.0,7.2,2072.8
11/05/2018,9.5,4.3,0.76,7.4,6.1,7.7,7.3,3125.3
11/06/2018,7.1,4.4,29.21,7.2,6.7,7.7,7.6,1517.3
11/07/2018,5.1,0.1,2.29,7.0,5.7,7.7,7.3,1402.1
11/08/2018,2.6,-0.2,0.00,5.7,5.2,7.3,6.8,1662.8
11/09/2018,2.0,-3.9,2.03,5.2,4.5,6.8,6.4,2865.8
11/10/2018,1.0,-5.1,0.25,4.5,3.6,6.4,5.7,3930.6
11/11/2018,-0.4,-3.9,0.00,3.6,3.2,5.7,5.3,2880.4
11/12/2018,0.5,-3.0,0.00,3.8,3.6,5.3,5.2,977.9
11/13/2018,-2.0,-6.2,0.00,3.8,2.8,5.2,4.8,4654.1
11/14/2018,0.7,-6.6,0.00,2.8,2.4,4.8,4.3,6679.4
11/15/2018,2.5,-9.6,0.00,2.4,2.0,4.4,4.0,7472.7
11/16/2018,3.5,-1.0,2.03,2.8,2.3,4.0,4.0,1017.7
11/17/2018,0.1,-3.7,0.00,2.7,2.3,4.0,3.9,3519.3
11/18/2018,2.0,-4.4,0.00,2.6,2.0,3.9,3.7,7281.4
11/19/2018,-0.0,-4.6,0.00,2.0,1.7,3.7,3.4,2386.8
11/20/2018,-0.8,-5.7,0.00,1.7,1.5,3.4,3.1,3574.7
11/21/2018,-1.3,-9.8,0.00,1.5,1.2,3.2,2.9,3465.8
11/22/2018,-3.9,-12.3,0.00,1.3,0.9,3.0,2.6,2989.3
11/23/2018,9.4,-4.1,0.00,0.9,0.8,2.6,2.4,6794.1
11/24/2018,6.8,3.6,2.03,2.8,0.8,2.9,2.4,1411.4
11/25/2018,3.9,-1.1,0.25,3.0,2.5,3.4,2.9,1799.8
11/26/2018,-0.8,-2.7,0.25,2.5,1.7,3.4,3.1,1050.8
11/27/2018,-2.0,-3.3,0.00,1.7,1.4,3.1,2.8,1603.2
11/28/2018,-0.7,-3.1,0.00,1.5,1.4,2.8,2.7,1197.9
11/29/2018,-0.7,-3.7,0.00,1.4,1.3,2.7,2.6,2642.9
11/30/2018,1.3,-4.8,0.76,1.5,1.4,2.6,2.6,1944.5
12/01/2018,2.1,-0.2,5.84,2.1,1.5,2.8,2.6,1741.2
12/02/2018,1.7,-0.9,9.40,2.1,1.7,2.8,2.7,1078.6
12/03/2018,-0.7,-3.8,0.00,2.0,1.4,2.8,2.6,1350.4
12/04/2018,0.6,-3.9,0.00,1.4,1.2,2.6,2.4,3268.8
12/05/2018,-2.5,-4.1,0.00,1.2,1.1,2.4,2.3,1734.2
12/06/2018,-1.3,-6.3,0.25,1.1,1.0,2.3,2.2,2453.4
12/07/2018,-4.9,-7.8,0.00,1.0,1.0,2.2,2.1,2503.2
12/08/2018,-1.9,-8.6,0.00,1.0,0.9,2.1,2.0,2995.6
12/09/2018,-0.4,-6.3,0.00,0.9,0.9,2.0,2.0,2665.3
12/10/2018,2.6,-4.7,0.00,0.9,0.9,2.0,1.9,6478.8
12/11/2018,-0.2,-3.9,0.00,0.9,0.9,1.9,1.9,771.5
12/12/2018,0.5,-2.3,0.00,0.9,0.8,1.9,1.9,1883.4
12/13/2018,2.8,-1.1,0.00,0.9,0.8,1.9,1.9,3179.2
12/14/2018,5.4,-3.2,0.00,1.5,0.9,2.1,1.9,5262.5
12/15/2018,7.5,-6.5,0.00,1.2,0.9,2.1,1.9,6280.0
12/16/2018,7.5,-7.2,0.00,0.9,0.8,2.0,1.9,5950.8
12/17/2018,2.7,-1.9,0.00,0.9,0.8,1.9,1.8,1508.5
12/18/2018,2.6,-4.3,0.00,1.0,0.8,1.9,1.8,6812.1
12/19/2018,9.5,1.2,0.00,2.2,0.9,2.1,1.8,3930.1
12/20/2018,6.7,3.6,0.25,3.1,2.1,2.7,2.1,1415.6
12/21/2018,3.8,-3.0,1.78,3.1,1.8,2.9,2.7,905.2
12/22/2018,-1.6,-4.3,0.00,1.8,1.2,2.7,2.3,1686.3
12/23/2018,0.3,-2.9,0.25,1.2,1.1,2.3,2.1,1359.0
12/24/2018,-1.1,-4.0,0.00,1.1,1.1,2.1,2.0,1617.1
12/25/2018,-0.1,-9.2,0.00,1.1,0.9,2.0,1.9,3219.3
12/26/2018,3.3,-5.4,0.00,1.0,0.9,1.9,1.9,3399.6
12/27/2018,5.6,-2.4,2.03,1.1,0.9,1.9,1.8,1475.4
12/28/2018,9.3,-5.3,6.35,3.2,1.1,2.6,1.8,939.9
12/29/2018,-4.9,-7.7,0.00,2.0,1.0,2.6,2.1,2415.0
12/30/2018,0.5,-6.4,0.25,1.0,0.8,2.1,1.8,4323.3
12/31/2018,0.2,-4.1,0.00,0.8,0.7,1.9,1.7,1041.0
01/01/2019,0.2,-11.1,0.00,0.8,0.7,1.7,1.6,5639.6
01/02/2019,-2.6,-13.3,0.00,0.8,0.7,1.7,1.6,2953.0
01/03/2019,1.4,-4.7,0.00,0.7,0.7,1.6,1.6,2901.4
01/04/2019,7.7,-5.6,3.81,0.7,0.7,1.6,1.5,7207.5
01/05/2019,5.7,-7.8,0.25,0.7,0.7,1.6,1.5,6874.1
01/06/2019,1.8,-3.9,0.00,0.8,0.7,1.6,1.5,4444.1
01/07/2019,4.3,-4.3,8.64,0.8,0.7,1.6,1.6,619.8
01/08/2019,3.9,-4.4,0.00,0.8,0.7,1.6,1.5,1976.5
01/09/2019,-4.2,-6.8,0.00,0.8,0.7,1.6,1.5,2618.9
01/10/2019,-6.1,-10.0,0.00,0.7,0.6,1.5,1.4,2639.5
01/11/2019,-5.3,-13.7,0.00,0.6,0.5,1.4,1.3,2720.8
01/12/2019,-3.0,-6.6,0.00,0.5,0.4,1.3,1.2,3291.8
01/13/2019,-4.5,-15.3,0.00,0.4,0.3,1.2,1.1,6054.6
01/14/2019,-0.3,-13.9,0.00,0.3,0.2,1.1,1.0,2184.0
01/15/2019,0.2,-2.4,0.25,0.3,0.3,1.1,1.0,1687.4
01/16/2019,-0.1,-11.0,0.00,0.3,0.2,1.1,1.0,3409.9
01/17/2019,-4.4,-14.0,0.00,0.2,0.1,1.0,0.9,3715.6
01/18/2019,-3.4,-12.4,0.00,0.1,0.0,0.9,0.9,4992.6
01/19/2019,-10.3,-21.1,0.00,0.0,-0.6,0.9,0.8,7325.4
01/20/2019,-15.5,-22.6,0.00,-0.6,-1.4,0.8,0.6,5597.5
01/21/2019,-6.3,-24.8,0.00,-1.1,-1.6,0.6,0.5,9181.1
01/22/2019,-5.8,-14.8,0.00,-1.2,-1.6,0.5,0.4,1495.8
01/23/2019,-3.0,-6.7,0.00,-0.6,-1.2,0.4,0.3,903.5
01/24/2019,-4.0,-8.4,0.00,-0.3,-0.6,0.4,0.3,3591.7
01/25/2019,-8.0,-15.5,0.00,-0.3,-0.6,0.3,0.3,4184.1
01/26/2019,-10.7,-18.8,0.00,-0.6,-1.1,0.3,0.3,7538.4
01/27/2019,-12.2,-18.0,0.00,-0.8,-1.0,0.3,0.3,5051.4
01/28/2019,-11.7,-18.6,0.00,-0.9,-1.2,0.3,0.2,2554.4
01/29/2019,-10.0,-21.9,0.00,-0.9,-1.0,0.2,0.2,6593.2
01/30/2019,-15.3,-20.0,0.00,-0.4,-0.9,0.2,0.2,6641.1
01/31/2019,-15.4,-21.2,0.00,-0.6,-0.7,0.2,0.1,6358.4
02/01/2019,-8.3,-20.2,0.00,-0.5,-0.6,0.2,0.1,9895.0
02/02/2019,-0.4,-9.7,0.00,-0.5,-0.6,0.2,0.1,2558.4
02/03/2019,5.8,-0.5,1.02,-0.2,-0.5,0.2,0.1,2142.9
02/04/2019,8.3,-2.2,2.03,-0.0,-0.3,0.2,0.2,1711.5
02/05/2019,-2.0,-8.2,0.00,0.1,-0.0,0.2,0.2,6165.8
02/06/2019,-2.5,-8.3,0.25,0.1,0.0,0.2,0.2,4701.8
02/07/2019,0.4,-5.8,2.79,0.1,0.0,0.3,0.2,1871.8
02/08/2019,-4.0,-13.4,0.00,0.1,0.0,0.3,0.2,4434.8
02/09/2019,-8.6,-13.5,0.00,0.1,0.0,0.3,0.2,6120.8
02/10/2019,-5.8,-13.7,0.00,0.1,0.0,0.3,0.2,4830.5
02/11/2019,-3.6,-10.7,0.00,0.1,0.0,0.3,0.3,4304.9
02/12/2019,-3.1,-7.1,0.00,0.1,0.0,0.3,0.3,3988.3
02/13/2019,-4.1,-10.7,0.00,0.1,0.0,0.3,0.3,7700.1
02/14/2019,2.8,-13.0,6.86,0.1,0.1,0.3,0.3,5905.2
02/15/2019,1.0,-8.8,0.00,0.2,0.1,0.4,0.3,6217.8
02/16/2019,-3.4,-14.8,0.00,0.1,0.1,0.4,0.3,7082.6
02/17/2019,-3.6,-16.4,0.00,0.1,0.1,0.4,0.3,7615.9
02/18/2019,-7.6,-15.3,0.00,0.1,0.0,0.4,0.4,11418.5
02/19/2019,-0.6,-19.7,0.00,0.1,0.0,0.4,0.4,11824.0
02/20/2019,0.9,-10.4,0.00,0.0,-0.0,0.4,0.4,4103.4
02/21/2019,1.2,-3.9,1.27,0.0,-0.0,0.4,0.4,6415.1
02/22/2019,4.5,-8.5,0.00,0.1,0.0,0.4,0.4,13888.5
02/23/2019,2.7,-8.4,2.29,0.1,0.0,0.5,0.4,4607.6
