
	Warning... 
	   Date Selected:                 20190101:2400
	   First Entry In Datebase:       20190410:2400
	   ...Resetting Date Selected To: 20190410:2400
aetna
daily summary

date,atmp_max,atmp_min,dwpt_max,dwpt_min,pcpn,rpet,srad,stmp_10cm_max,stmp_10cm_min,stmp_50cm_max,stmp_50cm_min
11/12/2020,11.6,-3.2,6.0,-4.2,0.00,0.872,6053.7,,,10.9,9.4
11/13/2020,4.9,-3.8,3.8,-5.7,3.56,0.331,889.3,,,9.5,8.7
11/14/2020,6.4,-4.9,3.1,-6.3,0.76,1.079,6142.4,,,8.8,7.7
11/15/2020,10.4,0.3,9.8,-1.8,18.54,0.342,332.0,,,7.8,7.6
11/16/2020,4.9,-0.4,-0.5,-4.0,0.25,0.645,3659.3,,,7.7,7.2
11/17/2020,0.9,-5.8,-0.5,-7.3,1.27,0.516,3264.9,,,7.2,6.6
11/18/2020,7.8,-5.7,0.6,-7.3,0.25,1.154,4533.6,,,6.7,5.9
11/19/2020,14.3,2.9,5.6,-3.6,0.00,2.374,4869.4,,,6.2,5.8
11/20/2020,13.3,0.3,7.1,-1.8,0.00,1.255,4087.0,,,7.0,6.2
11/21/2020,8.2,-1.1,-0.1,-3.2,0.00,0.704,5247.9,,,7.1,6.8
11/22/2020,4.8,-1.5,1.2,-3.7,0.25,0.407,2586.8,,,6.9,6.3
11/23/2020,6.3,-3.5,1.4,-6.5,0.00,0.654,3379.6,,,6.5,6.2
11/24/2020,1.0,-6.0,0.5,-7.7,0.00,0.180,489.3,,,6.3,5.4
11/25/2020,3.6,0.9,3.4,0.3,21.59,0.124,541.7,,,5.5,4.8
11/26/2020,6.3,2.6,6.1,2.4,0.00,0.242,1163.5,,,5.5,5.1
11/27/2020,5.1,-1.3,3.2,-4.3,0.00,0.326,1261.4,,,5.8,5.4
11/28/2020,9.4,-4.0,3.3,-5.3,0.00,0.806,5376.4,,,5.8,5.3
11/29/2020,10.2,0.9,5.8,-1.2,0.00,0.702,4269.3,,,5.4,5.1
11/30/2020,1.3,-1.7,-1.0,-6.2,0.00,0.631,1010.5,,,5.5,5.2
12/01/2020,3.1,-2.2,-2.6,-5.9,0.00,0.895,5241.4,,,5.2,4.7
12/02/2020,8.1,-2.3,0.5,-9.7,0.00,1.015,5287.3,,,4.7,4.3
12/03/2020,3.3,-1.0,-0.3,-4.6,0.00,0.443,659.8,,,4.3,4.0
12/04/2020,5.1,-0.6,0.2,-3.6,0.00,0.619,1891.2,,,4.3,4.0
12/05/2020,1.0,-1.5,-3.2,-5.1,0.00,0.482,1520.1,,,4.4,4.2
12/06/2020,-0.2,-2.3,-4.3,-5.9,0.00,0.320,1542.7,,,4.3,4.1
12/07/2020,2.3,-2.6,-1.0,-5.1,0.00,0.318,1808.8,,,4.2,4.0
12/08/2020,2.1,-0.1,-0.3,-2.1,0.00,0.316,571.5,,,4.2,4.1
12/09/2020,7.4,-1.1,2.7,-2.1,0.00,0.492,3210.3,,,4.4,4.1
12/10/2020,10.2,-4.2,4.8,-5.0,0.00,0.640,4217.6,,,4.4,4.0
12/11/2020,5.1,0.1,2.7,-0.9,4.32,0.310,1145.6,,,4.2,4.0
12/12/2020,1.0,-1.3,0.2,-2.1,0.76,0.120,470.9,,,4.2,4.0
12/13/2020,-0.0,-2.7,-0.9,-3.8,3.56,0.254,1952.2,,,4.0,3.9
12/14/2020,-1.4,-8.3,-3.7,-11.3,0.00,0.340,1884.6,,,3.9,3.7
12/15/2020,-4.0,-8.3,-8.3,-10.7,0.00,0.308,2147.6,,,3.8,3.4
12/16/2020,-2.1,-6.6,-5.2,-9.4,0.00,0.346,1995.6,,,3.5,3.2
12/17/2020,-2.3,-4.4,-4.8,-6.5,0.00,0.213,907.9,,,3.2,3.0
12/18/2020,1.3,-6.8,-1.9,-7.7,0.25,0.415,2210.4,,,3.1,2.9
12/19/2020,1.5,-1.2,0.9,-3.6,5.08,0.216,278.7,,,3.0,2.9
12/20/2020,3.3,0.3,0.8,-1.9,8.89,0.408,2950.7,,,3.0,2.9
12/21/2020,1.9,-0.6,0.3,-1.9,0.76,0.199,608.9,,,3.1,2.9
12/22/2020,1.9,-0.4,0.4,-2.1,0.25,0.351,1441.0,,,3.1,3.0
12/23/2020,10.7,1.8,7.8,-2.3,6.35,1.022,1281.8,,,3.3,3.1
12/24/2020,4.8,-8.8,3.2,-11.0,0.00,0.282,1213.2,,,3.6,3.2
12/25/2020,-4.8,-10.7,-7.1,-12.5,0.00,0.260,1576.2,,,3.4,3.0
12/26/2020,-2.7,-6.3,-5.4,-9.3,0.00,0.216,570.5,,,3.1,2.8
12/27/2020,1.4,-4.1,-1.3,-5.8,0.51,0.402,2605.9,,,2.9,2.7
12/28/2020,-0.4,-4.6,-2.0,-8.2,0.76,0.506,2869.6,,,2.8,2.6
12/29/2020,-2.6,-8.9,-4.8,-11.6,0.00,0.429,2523.0,,,2.7,2.5
12/30/2020,1.1,-3.9,0.8,-6.8,6.35,0.242,351.8,,,2.5,2.3
12/31/2020,-1.9,-3.9,-5.1,-7.2,0.00,0.271,1211.9,,,2.4,2.3
01/01/2021,-1.7,-7.2,-2.6,-8.7,0.00,0.209,685.1,,,2.4,2.3
01/02/2021,0.5,-5.5,-1.4,-6.4,7.37,0.306,3375.8,,,2.4,2.3
01/03/2021,-0.1,-2.7,-1.1,-3.4,0.00,0.207,1641.4,,,2.5,2.3
01/04/2021,0.0,-2.0,-1.5,-3.3,0.00,0.269,1454.3,,,2.5,2.4
01/05/2021,3.0,-2.3,0.6,-2.9,0.00,0.280,2036.8,,,2.6,2.5
01/06/2021,4.5,-2.0,0.2,-3.4,0.00,0.324,2409.3,,,2.6,2.5
01/07/2021,4.5,-5.1,-1.0,-7.1,0.00,0.464,3054.1,,,2.7,2.6
01/08/2021,1.6,-8.4,-5.1,-9.9,0.00,0.551,5421.8,,,2.7,2.5
01/09/2021,3.1,-11.2,-4.3,-12.6,0.00,0.548,5511.4,,,2.6,2.3
01/10/2021,0.2,-4.2,-2.7,-5.2,0.00,0.221,1349.9,,,2.4,2.2
01/11/2021,-0.2,-3.7,-1.7,-4.9,0.00,0.202,615.8,,,2.3,2.2
01/12/2021,1.0,-0.4,-0.8,-1.8,0.00,0.202,718.5,,,2.3,2.2
01/13/2021,4.6,-2.0,1.4,-2.8,0.00,0.416,3695.6,,,2.3,2.2
01/14/2021,4.8,-0.3,1.0,-1.0,0.00,0.468,3186.3,,,2.4,2.2
01/15/2021,2.2,-0.6,1.5,-1.0,8.89,0.214,1269.7,,,2.4,2.3
01/16/2021,0.6,-1.7,0.0,-2.1,5.33,0.228,1834.3,,,2.4,2.3
01/17/2021,0.9,-1.8,-0.4,-3.6,0.25,0.321,2804.2,,,2.5,2.4
01/18/2021,-0.0,-3.1,-1.5,-5.4,0.76,0.277,1848.0,,,2.5,2.4
01/19/2021,-2.4,-8.7,-5.4,-10.0,0.00,0.421,3000.6,,,2.5,2.3
01/20/2021,1.1,-9.3,-1.5,-11.2,0.00,0.343,1762.3,,,2.4,2.2
01/21/2021,3.6,-2.5,-1.5,-6.2,0.00,0.797,4522.4,,,2.3,2.1
01/22/2021,-2.5,-9.3,-6.1,-13.7,0.00,0.429,2299.4,,,2.2,2.0
01/23/2021,-1.6,-10.2,-7.3,-12.6,0.00,0.533,5764.6,,,2.1,1.9
01/24/2021,-2.1,-6.1,-4.5,-8.6,0.00,0.278,1583.9,,,2.0,1.8
01/25/2021,-1.0,-9.9,-4.8,-11.0,0.76,0.468,3490.7,,,1.9,1.8
01/26/2021,-3.2,-6.4,-4.9,-9.5,0.00,0.374,2464.8,,,1.9,1.7
01/27/2021,-3.2,-8.0,-7.8,-11.3,0.00,0.463,3378.6,,,1.8,1.7
01/28/2021,-5.0,-11.2,-9.7,-13.2,0.00,0.374,3022.6,,,1.8,1.7
01/29/2021,-0.4,-12.0,-7.4,-13.4,1.27,0.512,5965.4,,,1.8,1.6
01/30/2021,-2.6,-10.6,-7.5,-12.6,0.00,0.551,2292.2,,,1.8,1.6
01/31/2021,0.8,-5.3,-4.9,-9.0,0.25,0.753,3483.2,,,1.7,1.6
02/01/2021,-0.8,-9.3,-6.4,-10.8,0.00,0.668,5186.6,,,1.7,1.6
02/02/2021,1.9,-8.7,-4.8,-10.3,0.00,0.845,7399.9,,,1.7,1.5
02/03/2021,3.4,-10.0,-3.8,-11.2,0.00,0.721,7532.3,,,1.7,1.5
02/04/2021,2.2,-4.0,-0.7,-6.4,0.00,0.534,2507.6,,,1.6,1.5
02/05/2021,-0.2,-11.4,-0.6,-12.8,0.00,0.235,2711.1,,,1.6,1.5
02/06/2021,-9.5,-12.5,-12.0,-14.1,0.00,0.248,3309.9,,,1.6,1.5
02/07/2021,-12.5,-19.5,-14.0,-21.2,0.00,0.272,6134.6,,,1.6,1.5
02/08/2021,-9.0,-16.6,-12.1,-18.1,0.51,0.323,5463.9,,,1.6,1.5
02/09/2021,-6.7,-16.1,-13.0,-18.1,0.25,0.374,6503.6,,,1.6,1.4
02/10/2021,-8.1,-17.2,-11.4,-19.0,0.00,0.283,3979.6,,,1.6,1.4
02/11/2021,-5.3,-15.4,-12.5,-16.9,0.00,0.488,6195.4,,,1.6,1.4
02/12/2021,-3.4,-11.1,-9.0,-12.7,0.00,0.441,5900.1,,,1.6,1.4
02/13/2021,-6.7,-11.0,-9.2,-13.2,0.00,0.279,3295.0,,,1.5,1.4
02/14/2021,-9.3,-14.4,-10.5,-16.8,0.00,0.301,3921.9,,,1.5,1.4
02/15/2021,-9.8,-15.2,-15.9,-19.1,0.00,0.518,6722.2,,,1.5,1.4
02/16/2021,-6.3,-15.3,-13.5,-20.3,0.00,0.560,8222.6,,,1.5,1.4
02/17/2021,-1.7,-17.0,-12.1,-21.4,0.76,0.629,8188.6,,,1.5,1.4
02/18/2021,-2.4,-12.4,-9.1,-16.7,0.00,0.537,5916.4,,,1.5,1.4
02/19/2021,-4.0,-10.8,-6.1,-12.0,0.00,0.323,4054.4,,,1.5,1.4
02/20/2021,-3.0,-11.8,-7.6,-13.7,0.00,0.492,6165.5,,,1.5,1.4
02/21/2021,0.1,-12.9,-3.7,-14.5,0.00,0.779,6291.8,,,1.5,1.4
02/22/2021,1.7,-2.8,-0.4,-3.7,0.00,0.374,2709.1,,,1.5,1.4
02/23/2021,6.8,0.0,1.5,-0.8,10.92,1.037,9248.7,,,1.5,1.4
02/24/2021,4.6,-4.0,1.3,-6.5,0.00,0.712,5181.1,,,1.5,1.4
02/25/2021,3.7,-9.3,-1.8,-10.5,0.00,0.843,8621.1,,,1.5,1.4
02/26/2021,4.3,-7.1,-1.6,-10.7,0.00,1.328,10356.8,,,1.5,1.4
02/27/2021,8.2,-1.5,2.4,-5.2,3.56,0.946,8059.2,,,1.5,1.4
02/28/2021,5.7,-1.3,5.2,-2.4,0.00,0.401,2719.6,,,1.5,1.4
03/01/2021,1.1,-11.1,-1.7,-13.7,0.00,0.831,8332.7,,,1.5,1.4
03/02/2021,1.8,-12.5,-0.3,-14.6,0.00,0.962,10538.4,,,1.5,1.4
03/03/2021,8.2,-3.1,2.1,-5.1,0.00,1.247,10492.5,,,1.5,1.3
03/04/2021,2.3,-6.6,-4.8,-11.5,0.00,1.203,10333.9,,,1.4,1.3
03/05/2021,4.2,-8.3,-2.5,-10.4,0.00,1.149,11019.9,,,1.4,1.3
03/06/2021,2.9,-6.1,-3.7,-10.3,0.00,1.140,11336.7,,,1.4,1.3
03/07/2021,3.7,-10.2,-6.7,-12.3,0.00,1.298,11168.6,,,1.4,1.3
03/08/2021,13.0,-0.3,4.5,-7.4,0.00,1.704,9970.6,,,1.8,1.3
03/09/2021,15.4,-2.2,6.4,-3.7,0.00,1.642,8633.1,,,2.5,1.8
03/10/2021,16.8,8.0,12.2,2.3,0.00,1.728,2362.6,,,3.4,2.4
03/11/2021,15.3,2.0,12.4,-0.4,1.78,1.652,9506.7,,,4.7,3.4
03/12/2021,6.1,-4.2,-0.3,-10.7,0.00,1.539,11929.5,,,4.8,4.2
03/13/2021,10.6,-7.7,-0.4,-10.0,0.00,1.688,11781.8,,,4.5,3.7
03/14/2021,7.8,-2.4,-1.2,-12.4,0.00,1.955,10858.6,,,4.0,3.7
03/15/2021,3.1,-5.2,-4.5,-11.5,0.00,1.405,6668.1,,,4.0,3.4
03/16/2021,3.1,-3.5,-0.8,-4.7,3.05,0.714,5418.3,,,3.6,3.2
03/17/2021,6.2,-2.1,1.3,-3.7,0.51,0.751,4669.7,,,3.6,3.2
03/18/2021,8.5,0.8,0.7,-13.4,4.57,1.782,8827.9,,,3.8,3.5
03/19/2021,11.1,-5.5,-3.1,-13.6,0.00,2.064,12688.3,,,3.9,3.4
03/20/2021,14.8,-3.1,-2.3,-6.9,0.00,2.249,13024.3,,,4.1,3.6
03/21/2021,18.3,1.0,0.2,-5.7,0.00,3.015,12770.5,,,4.5,4.0
03/22/2021,19.1,5.1,3.1,-4.4,0.00,3.327,10831.6,,,5.1,4.4
03/23/2021,22.1,6.6,9.3,-0.1,1.27,2.861,9143.3,,,6.0,5.1
03/24/2021,16.8,8.9,12.6,6.2,1.02,1.628,5312.4,,,6.9,6.0
03/25/2021,9.7,4.1,6.3,1.4,1.52,1.149,5437.9,,,7.0,6.8
03/26/2021,7.3,-1.3,3.1,-3.1,5.08,0.877,6595.2,,,7.1,6.6
03/27/2021,8.4,-3.4,4.8,-4.4,0.00,0.828,4186.2,,,6.8,6.0
03/28/2021,6.6,-0.1,5.4,-4.5,0.51,0.579,3754.4,,,6.1,5.9
03/29/2021,12.1,-5.1,1.6,-6.7,0.00,2.101,11464.1,,,6.0,5.3
03/30/2021,17.4,6.4,6.6,-3.9,0.00,3.152,10520.4,,,6.2,5.5
03/31/2021,6.4,-4.6,-3.0,-7.7,0.00,1.362,8379.6,,,6.4,6.0
04/01/2021,3.3,-6.0,-6.3,-11.5,0.00,1.526,14005.9,,,6.2,5.4
04/02/2021,8.5,-7.6,-3.1,-12.1,0.00,2.010,14370.8,,,5.7,5.0
04/03/2021,15.2,-0.3,2.9,-9.8,0.00,2.646,13353.4,,,5.6,5.1
04/04/2021,21.4,3.0,4.4,-1.9,0.00,3.127,13348.0,,,6.4,5.5
04/05/2021,21.8,7.3,14.5,-0.2,10.67,2.549,10962.9,,,7.6,6.4
04/06/2021,23.2,9.7,15.4,7.8,0.00,2.151,9545.6,,,8.6,7.6
04/07/2021,26.4,13.4,16.3,10.6,0.00,3.095,12504.4,,,9.6,8.5
04/08/2021,23.8,11.0,16.4,8.8,19.05,1.858,6220.2,,,10.7,9.6
04/09/2021,15.4,8.4,11.6,6.9,1.02,0.954,3714.8,,,10.8,10.4
04/10/2021,18.7,5.4,13.4,4.7,21.08,1.129,5437.5,,,10.5,10.0
04/11/2021,14.9,8.4,13.1,6.0,13.21,1.152,5966.8,,,10.6,10.2
04/12/2021,16.8,4.9,11.5,3.6,0.00,1.730,9824.1,,,10.6,10.2
04/13/2021,12.8,1.2,6.0,-0.4,0.00,1.727,11441.9,,,10.5,10.0
04/14/2021,5.7,1.1,1.4,-2.4,0.00,0.849,4436.9,,,10.2,9.4
04/15/2021,5.7,1.8,2.5,-0.6,0.76,0.672,4560.4,,,9.4,8.6
04/16/2021,10.9,1.7,4.9,-0.0,0.00,1.526,11298.5,,,8.7,8.2
04/17/2021,14.8,-1.1,6.6,-2.0,0.00,2.303,14950.8,,,8.8,8.2
04/18/2021,16.4,-0.1,3.2,-4.9,0.00,2.783,15728.4,,,9.1,8.6
04/19/2021,7.6,0.9,4.9,-3.4,5.84,1.045,4849.3,,,9.3,9.0
04/20/2021,3.9,-3.0,-3.1,-8.8,0.00,1.267,7813.3,,,9.0,8.1
04/21/2021,5.5,-5.3,-3.8,-10.8,0.00,1.807,14551.6,,,8.2,7.4
04/22/2021,8.8,-4.0,-0.3,-8.2,0.00,2.135,15860.2,,,7.7,7.1
04/23/2021,16.3,0.6,4.1,-3.6,0.00,2.922,15023.7,,,8.0,7.4
04/24/2021,13.4,2.1,8.1,-1.0,0.00,1.132,5136.2,,,8.3,7.9
04/25/2021,8.5,0.3,4.0,-5.9,0.00,2.155,15876.5,,,8.5,8.1
04/26/2021,12.6,1.6,4.4,-5.9,0.00,2.017,8289.1,,,8.6,8.1
04/27/2021,21.7,8.4,15.5,1.7,0.00,2.338,8624.1,,,9.0,8.3
04/28/2021,19.7,10.3,13.8,8.1,0.25,2.055,10011.8,,,10.1,8.9
04/29/2021,15.2,8.1,10.2,6.0,0.51,1.221,5958.7,,,10.4,10.0
04/30/2021,10.1,3.7,6.0,-4.4,1.02,2.219,15897.1,,,10.4,10.0
05/01/2021,20.4,-1.3,10.4,-3.7,0.00,2.920,12163.7,,,10.3,9.6
05/02/2021,25.2,13.4,17.4,8.4,0.51,4.197,15644.8,,,11.0,9.8
05/03/2021,17.5,13.6,15.1,11.5,1.52,1.039,3587.3,,,11.8,10.9
05/04/2021,14.8,6.5,14.1,4.3,5.08,0.966,6050.6,,,11.9,11.6
05/05/2021,12.5,3.9,6.4,-1.3,0.00,2.306,15475.2,,,11.7,11.0
05/06/2021,11.1,2.5,6.5,-0.7,4.06,0.981,6106.4,,,11.4,10.7
05/07/2021,10.6,0.5,7.7,0.1,0.00,1.559,11218.6,,,10.8,10.2
05/08/2021,11.9,-1.2,3.8,-3.1,0.00,2.011,13563.1,,,10.4,9.9
05/09/2021,15.3,1.0,2.6,-3.3,0.00,2.773,12980.2,,,10.2,9.8
05/10/2021,11.3,-0.9,3.6,-3.9,0.00,2.197,12955.0,,,10.2,9.7
05/11/2021,12.3,-0.3,4.2,-3.2,0.00,2.153,13809.3,,,10.1,9.5
05/12/2021,17.2,-0.6,3.6,-4.7,0.00,3.219,18207.1,,,10.0,9.4
05/13/2021,19.8,0.5,5.1,-2.6,0.00,3.499,18135.7,,,10.4,9.8
05/14/2021,22.2,2.5,7.5,-2.1,0.00,3.364,16516.5,,,10.9,10.3
05/15/2021,21.1,6.5,9.9,-0.6,2.03,2.407,9662.6,,,11.2,10.8
05/16/2021,19.5,9.6,14.6,8.1,0.51,1.762,9225.7,,,,
05/17/2021,25.1,7.4,14.8,6.1,0.00,3.455,17062.4,,,12.2,11.4
05/18/2021,26.2,9.8,15.9,7.9,0.00,3.693,16460.8,,,12.9,12.1
05/19/2021,24.2,15.6,18.7,12.0,2.29,1.999,8663.9,,,13.6,12.9
05/20/2021,27.7,15.5,20.2,14.5,0.00,2.910,12291.2,,,14.2,13.6
05/21/2021,27.8,17.0,20.1,14.2,0.00,3.560,14836.9,,,14.9,14.1
05/22/2021,28.2,17.1,21.2,15.6,1.27,3.208,14686.0,,,15.6,14.9
05/23/2021,24.5,10.5,21.1,9.1,9.65,1.721,7864.8,,,16.0,15.6
05/24/2021,26.6,9.2,21.9,7.8,11.68,1.878,9762.4,,,16.0,15.3
05/25/2021,27.3,16.7,21.9,13.8,1.78,3.433,14312.4,,,16.0,15.4
05/26/2021,21.9,8.6,17.4,5.1,15.49,3.154,16074.4,,,16.5,16.0
05/27/2021,13.6,3.4,7.2,1.0,5.84,1.553,8522.0,,,16.6,15.5
05/28/2021,13.3,3.7,6.9,-1.6,10.67,1.859,10240.6,,,15.5,14.1
05/29/2021,18.8,0.1,6.1,-1.8,0.00,3.604,19511.1,,,14.1,13.3
05/30/2021,20.8,3.1,9.9,-1.1,0.00,3.388,18510.1,,,13.7,13.3
05/31/2021,21.6,8.1,13.3,3.0,0.00,2.798,13509.6,,,14.0,13.6
06/01/2021,24.1,9.2,16.5,7.1,0.00,3.435,18003.2,,,14.4,13.9
06/02/2021,26.4,9.9,15.8,7.9,0.00,3.350,16118.7,,,14.8,14.3
06/03/2021,26.6,10.1,16.8,9.1,0.00,3.766,17452.5,,,15.2,14.8
06/04/2021,,,,,,,,,,,
06/05/2021,29.0,18.1,20.9,10.5,0.00,4.668,17929.1,27.9,17.3,16.6,15.8
06/06/2021,29.2,17.9,21.2,14.7,0.00,4.391,18291.0,29.2,18.6,17.5,16.6
06/07/2021,24.6,19.1,21.7,17.3,0.00,1.427,5857.7,23.5,20.6,17.7,17.4
06/08/2021,30.6,18.9,24.3,18.2,0.00,2.514,11661.2,28.5,19.8,18.1,17.5
06/09/2021,32.0,19.6,24.4,18.5,0.00,3.629,15720.5,30.6,20.2,18.7,18.0
06/10/2021,32.1,17.3,23.3,14.8,0.00,3.922,17795.0,31.7,20.8,19.3,18.7
06/11/2021,32.1,19.0,24.3,17.9,0.00,3.643,16149.8,31.1,21.6,19.7,19.2
06/12/2021,29.9,15.0,23.3,13.8,0.00,3.260,15226.4,30.3,21.2,19.8,19.4
06/13/2021,27.6,15.1,18.8,9.4,0.00,4.165,18826.4,30.3,20.5,19.9,19.4
06/14/2021,24.7,13.9,17.2,10.8,0.00,3.898,17818.2,28.7,20.1,19.8,19.2
06/15/2021,25.1,12.4,14.5,5.6,0.00,4.326,19027.9,29.1,18.9,19.5,18.9
06/16/2021,24.9,7.5,11.4,4.9,0.00,3.974,19036.9,28.9,17.4,19.3,18.5
06/17/2021,27.9,8.2,13.9,4.9,0.00,3.793,15333.3,27.1,17.3,19.0,18.3
06/18/2021,28.0,17.7,22.6,12.5,17.53,3.419,16046.1,29.4,19.5,19.1,18.4
06/19/2021,24.9,14.2,19.1,12.8,5.33,2.237,10778.6,26.4,18.8,19.2,18.6
06/20/2021,27.3,13.3,20.4,11.3,0.00,2.912,13711.5,27.7,17.1,18.9,18.4
06/21/2021,20.3,7.3,17.6,4.5,0.76,1.539,7145.8,22.0,16.3,19.0,18.4
06/22/2021,19.7,3.9,12.4,2.9,0.00,2.567,13368.5,22.9,12.7,18.4,17.1
06/23/2021,22.1,7.8,16.7,6.1,0.25,2.158,8426.6,21.0,14.3,17.3,16.7
06/24/2021,20.3,15.6,18.3,11.7,33.78,1.053,2006.4,18.2,16.1,17.0,16.6
06/25/2021,24.0,18.2,21.4,17.3,19.81,0.868,3760.3,22.4,17.4,17.0,16.6
06/26/2021,23.7,18.9,22.4,18.3,43.18,0.675,2796.6,22.0,19.0,17.8,17.0
06/27/2021,25.1,16.1,22.3,15.2,0.00,1.397,5935.3,23.0,19.9,18.3,17.8
06/28/2021,25.2,15.3,21.8,14.6,0.00,1.937,9436.1,24.4,18.5,18.4,18.1
06/29/2021,25.3,19.8,22.6,18.8,3.56,1.349,6131.2,24.0,20.6,18.8,18.4
06/30/2021,27.8,18.4,22.2,16.4,0.00,3.539,17016.5,28.8,20.3,19.3,18.7
07/01/2021,25.3,14.1,18.1,9.7,0.00,3.992,19083.9,27.7,19.0,19.4,19.0
07/02/2021,23.8,10.5,15.7,9.4,0.00,3.494,16924.0,26.3,17.0,19.3,18.6
07/03/2021,28.9,12.2,21.8,9.1,0.00,3.524,16312.8,28.2,17.8,18.9,18.4
07/04/2021,31.0,18.8,23.8,16.7,0.00,3.579,15901.5,30.1,20.0,19.5,18.8
07/05/2021,30.0,18.9,24.1,16.9,0.00,3.564,15343.0,29.8,20.8,19.9,19.4
07/06/2021,31.3,20.4,25.7,19.2,11.94,2.749,12049.9,28.3,21.4,20.4,19.9
07/07/2021,24.2,17.8,22.3,16.9,0.25,1.138,4903.9,25.2,21.4,20.5,20.1
07/08/2021,20.0,15.1,18.0,13.6,8.13,1.197,5680.9,22.8,19.8,20.3,19.7
07/09/2021,24.5,11.6,16.4,7.0,0.00,3.580,17803.7,28.1,18.2,19.8,19.1
07/10/2021,25.6,9.4,18.2,8.0,0.00,3.147,14763.5,26.6,16.6,19.5,18.8
07/11/2021,23.4,15.0,16.9,12.0,0.00,2.334,9326.0,23.8,18.9,19.3,18.9
07/12/2021,24.3,13.4,19.7,11.5,0.00,2.093,9130.5,23.9,17.6,19.1,18.6
07/13/2021,25.5,17.6,22.9,16.5,18.80,1.788,8552.4,25.6,20.1,19.1,18.8
07/14/2021,,,,,,,,,,,
07/15/2021,23.4,16.5,20.5,15.5,12.95,1.767,8151.0,24.6,20.9,19.9,19.6
07/16/2021,24.7,13.5,20.4,12.9,0.00,2.055,9703.0,25.3,18.2,19.9,19.4
07/17/2021,27.2,12.8,19.5,11.8,0.00,3.251,15787.5,28.6,18.0,19.8,19.3
07/18/2021,28.9,14.9,20.9,13.1,0.00,3.245,15307.5,28.9,18.8,20.1,19.5
07/19/2021,27.8,15.3,22.4,13.2,0.00,3.051,14171.7,27.9,19.6,20.2,19.8
07/20/2021,27.4,17.2,22.8,14.8,0.00,3.260,15766.4,29.4,19.9,20.5,19.9
07/21/2021,26.1,15.3,18.7,12.7,0.00,3.053,15388.1,30.6,20.4,20.6,20.1
07/22/2021,26.9,14.3,19.7,12.6,0.00,3.012,14539.1,30.2,20.2,20.7,20.1
07/23/2021,28.9,18.7,24.5,16.7,17.27,2.040,9663.3,28.6,21.7,20.9,20.4
07/24/2021,28.1,19.8,24.1,18.2,0.00,2.153,9301.8,27.2,22.4,21.1,20.8
07/25/2021,29.4,16.7,21.8,14.1,0.00,3.669,16803.0,29.4,19.9,21.2,20.6
07/26/2021,30.4,17.9,21.8,15.6,0.00,3.483,15671.8,30.6,20.2,21.3,20.7
07/27/2021,28.4,17.9,21.4,15.8,0.00,3.043,13564.1,31.1,21.3,21.4,20.9
07/28/2021,29.5,15.7,22.8,14.6,0.00,2.862,13434.2,30.8,20.8,21.4,20.9
07/29/2021,28.8,17.1,24.1,14.8,1.78,2.580,11965.4,30.2,22.9,21.6,21.3
07/30/2021,23.2,11.4,16.2,9.7,0.00,3.157,16679.2,30.0,18.8,21.6,20.8
07/31/2021,24.2,10.2,18.8,8.7,0.00,2.865,14965.4,28.9,18.5,21.1,20.2
08/01/2021,23.2,13.3,18.2,11.9,16.51,2.422,12984.4,26.1,18.4,20.7,20.0
08/02/2021,24.1,10.9,17.5,10.0,0.00,2.553,13193.9,25.1,16.9,20.2,19.5
08/03/2021,26.4,11.9,19.1,11.2,0.00,2.939,14211.7,26.3,16.9,19.8,19.2
08/04/2021,28.3,13.6,20.5,12.6,0.00,3.013,14417.7,28.6,17.9,19.8,19.2
08/05/2021,27.9,14.0,21.8,13.2,0.00,2.851,13135.2,27.3,18.5,20.0,19.5
08/06/2021,25.9,17.5,21.9,14.1,4.06,1.664,6946.1,25.1,19.9,20.0,19.6
08/07/2021,28.6,15.6,23.5,14.7,0.76,2.651,12649.8,28.2,18.9,20.1,19.6
08/08/2021,29.2,18.8,25.0,17.9,18.03,2.028,9023.0,27.4,20.9,20.4,20.0
08/09/2021,27.4,19.7,23.3,18.5,51.82,1.285,5580.4,25.4,21.3,21.0,20.4
08/10/2021,29.0,20.1,24.9,18.9,2.29,2.547,11861.6,29.4,21.9,21.2,20.8
08/11/2021,29.2,19.0,25.6,18.3,11.43,1.851,7878.7,27.8,21.8,21.3,21.1
08/12/2021,28.0,18.1,22.6,17.3,26.16,2.840,13460.4,28.5,21.0,21.7,21.2
08/13/2021,26.3,16.4,21.1,10.8,0.00,3.270,15479.6,28.4,20.8,21.6,21.2
08/14/2021,25.2,10.9,15.9,9.4,0.00,3.095,15554.2,26.8,18.0,21.4,20.6
08/15/2021,27.0,11.8,18.4,10.7,0.00,3.055,15413.2,27.2,17.2,20.8,20.0
08/16/2021,25.9,13.8,18.2,12.1,0.00,3.168,15407.1,27.8,17.9,20.4,19.9
08/17/2021,27.6,13.1,20.7,11.6,0.00,2.804,13789.8,28.3,17.9,20.2,19.7
08/18/2021,30.1,17.1,23.0,15.2,0.00,2.631,12524.9,28.6,19.5,20.3,19.9
08/19/2021,30.9,17.7,23.5,16.8,0.00,3.077,14386.0,30.1,20.0,20.5,20.1
08/20/2021,30.9,18.1,23.1,16.7,0.00,3.079,14440.2,30.4,20.4,20.8,20.4
08/21/2021,30.6,18.8,24.7,17.6,0.00,2.777,12592.7,30.1,21.3,21.1,20.7
